AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
NPEPPS_chr17_+_45654410_45654526_45646860_45656755	-0.367670469	-0.360127266	-0.366184545	NaN	NaN	-0.373198883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TAMM41_chr3_-_11874476_11874625_11871338_11880695	NaN	NaN	NaN	-0.4642796	-0.328237445	NaN	-0.333627182	NaN	NaN	NaN	-0.40095949	NaN	NaN	-0.430641926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DNAJC25_chr9_+_114405136_114405374_114394023_114409386	-0.424453226	-0.448317189	-0.420503742	NaN	-0.46252327	-0.431231078	-0.509945469	-0.342625764	NaN	-0.432458898	-0.349511426	NaN	NaN	NaN	-0.394511973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.308589526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.330393704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
INO80E_chr16_+_30014756_30014847_30012851_30015888	-0.309585779	-0.346197496	NaN	-0.403227532	-0.401119154	NaN	-0.39925224	-0.350555318	NaN	NaN	-0.311101737	NaN	NaN	-0.326257687	-0.354478188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TPT1-AS1_chr13_+_45964892_45965037_45963955_45965166	NaN	NaN	NaN	-0.325670851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.312493029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LINC01006_chr7_-_156398351_156398458_156398074_156433229	0.315534401	0.321393814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.330393945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAM45A_chr10_+_120864275_120864534_120863709_120867459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.425409567	NaN	NaN	NaN	NaN	NaN	NaN	-0.440977763	NaN	NaN	NaN	NaN	NaN	-0.333994254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LUC7L2_chr7_+_139059146_139059217_139045068_139060807	-0.365012136	-0.366175624	-0.363415902	NaN	NaN	-0.372766157	-0.313588442	NaN	NaN	-0.344182486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PITPNM2_chr12_-_123474333_123474495_123473419_123475091	-0.342146008	-0.315720082	-0.309155882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MMP19_chr12_-_56234889_56235020_56234666_56236136	0.300733593	0.308320233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
STEAP4_chr7_-_87920230_87920329_87913586_87936106	NaN	NaN	NaN	0.420816359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.372156091	NaN	NaN	-0.301340756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
USP15_chr12_+_62768170_62768316_62749256_62775270	-0.410846136	-0.425042279	-0.40763104	NaN	-0.417774205	-0.432072437	-0.459821259	-0.31354575	NaN	-0.418373262	-0.324450643	NaN	NaN	NaN	-0.335444645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.304511533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306079617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ATP6V0B_chr1_+_44441471_44441520_44440779_44441761	0.515302167	0.545427514	0.476681444	NaN	0.498466404	0.454156494	0.448176391	NaN	NaN	0.352304071	0.357230124	-0.368454745	NaN	0.354943219	0.37063014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
EIF2D_chr1_-_206773086_206773190_206772446_206773616	NaN	NaN	NaN	0.360766777	0.32007641	NaN	0.380055567	0.496187396	0.37631117	0.302919309	NaN	NaN	NaN	NaN	0.333642542	NaN	0.403977876	NaN	NaN	NaN	0.309609049	NaN	NaN	NaN	0.307009687	NaN	NaN	NaN	0.331084389	NaN	NaN	NaN	NaN	NaN	NaN	0.309984588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CPNE1_chr20_-_34246851_34246904_34220845_34252681	-0.331735221	-0.300454024	-0.324753884	0.320947993	NaN	NaN	NaN	NaN	0.313518299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.329995068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PCBP4_chr3_-_51996825_51996908_51995320_52001341	-0.465574358	-0.479665958	-0.44285432	NaN	-0.485410054	-0.48583234	-0.46871395	-0.314508032	NaN	-0.476071327	-0.326471579	NaN	NaN	NaN	-0.335701577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315480392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SEC31A_chr4_-_83763337_83763634_83750211_83765538	0.357077078	0.370637073	0.303345541	NaN	0.411092343	NaN	NaN	NaN	NaN	NaN	NaN	-0.412356673	NaN	0.312334566	NaN	NaN	NaN	NaN	NaN	-0.339132497	NaN	NaN	-0.334474304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315432405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TARBP2_chr12_+_53898918_53899046_53898599_53899432	-0.396245518	-0.365407108	-0.374252724	NaN	NaN	-0.316512336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WBP1_chr2_+_74685958_74686046_74685798_74686564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.358205876	-0.329436123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AK2_chr1_-_33497144_33497262_33490168_33502336	-0.608744066	-0.6248664	-0.581320754	NaN	-0.516418653	-0.485932117	-0.348247879	NaN	NaN	-0.33285077	NaN	0.406166009	0.303146619	-0.326589787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ANO8_chr19_-_17444230_17444363_17444048_17444498	0.514293229	0.532541802	0.483351666	NaN	0.397654391	0.373403134	NaN	NaN	NaN	NaN	NaN	-0.396846309	-0.343132432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.310947581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DNAJC14_chr12_-_56223272_56223420_56222498_56224479	0.33727775	0.352457616	0.336536978	NaN	0.331799299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TRMT11_chr6_+_126329802_126329891_126329618_126332398	NaN	NaN	NaN	NaN	NaN	-0.319377627	NaN	NaN	NaN	NaN	-0.304845229	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PIGX_chr3_+_196453525_196453642_196449427_196454793	NaN	NaN	NaN	NaN	-0.32210548	-0.305424429	-0.340944741	NaN	NaN	NaN	-0.32033597	NaN	NaN	-0.308105647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
VTI1B_chr14_-_68129745_68129907_68126639_68141091	NaN	-0.567708124	-0.534001728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.46114036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PEX1_chr7_-_92138642_92138725_92136440_92140257	NaN	NaN	NaN	0.369939576	0.381216773	NaN	0.400024504	0.365630376	0.333844953	NaN	0.398851062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DGUOK_chr2_+_74184251_74184367_74177859_74185272	0.336241307	0.352248124	0.336273336	NaN	0.327027359	0.315214519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MAN2C1_chr15_-_75655550_75655631_75655089_75656339	NaN	NaN	NaN	-0.39179424	NaN	NaN	NaN	-0.487870671	-0.370501573	NaN	-0.307766371	NaN	-0.417888475	NaN	-0.302144772	NaN	-0.459518466	NaN	NaN	NaN	NaN	-0.323593284	-0.335344884	NaN	-0.348868375	NaN	-0.340134387	-0.352544726	-0.379571195	-0.369733663	-0.325578653	NaN	-0.320998636	NaN	NaN	-0.331606843	NaN	NaN	NaN	NaN	NaN	-0.31067306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SRSF6_chr20_+_42087792_42088060_42087149_42088410	-0.618969704	-0.621647447	-0.578346375	NaN	-0.53372099	-0.573400662	-0.531810359	NaN	NaN	-0.395182999	-0.330948155	0.304971498	NaN	-0.407768461	-0.362692225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CYP20A1_chr2_+_204137368_204137471_204131404_204143295	NaN	NaN	NaN	0.407823241	0.338647127	NaN	0.339491807	0.300358994	NaN	NaN	0.347513031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZNF706_chr8_-_102214560_102214675_102213971_102217662	-0.409864292	-0.440243266	-0.402925986	-0.357465721	-0.530052551	-0.504723694	-0.567953857	-0.494635668	-0.411532375	-0.540379757	-0.490276384	NaN	NaN	-0.346109117	-0.431508136	NaN	-0.399170496	NaN	NaN	NaN	-0.397732126	NaN	NaN	NaN	-0.349594804	NaN	-0.310638672	-0.438612831	-0.41670629	NaN	-0.332882716	NaN	-0.340044191	NaN	NaN	-0.345365214	-0.392397717	NaN	-0.374035678	-0.381817641	-0.362269171	-0.304134888	NaN	NaN	-0.379424179	-0.321756771	-0.30607615	NaN	NaN	-0.328994519
ZNF160_chr19_-_53594665_53594806_53589574_53594889	-0.363723176	-0.367056013	-0.368448032	NaN	-0.32638174	-0.312192224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SYNE1_chr6_-_152466621_152466690_152464900_152469179	-0.375879206	-0.34459024	-0.320746643	NaN	NaN	NaN	NaN	NaN	0.343415221	NaN	NaN	0.314312634	0.376456752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PLG_chr6_+_161135825_161135946_161134157_161137676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.722976531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.739361997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FAM126A_chr7_-_22986651_22986866_22985782_22999874	-0.401119618	-0.380487311	-0.380470493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.300900116	0.324942085	-0.345936669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MSI2_chr17_+_55754347_55754420_55752487_55756909	NaN	NaN	NaN	-0.321688414	NaN	NaN	NaN	NaN	-0.320984691	NaN	NaN	NaN	-0.308341348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.310091514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PRUNE1_chr1_+_150991032_150991145_150981147_150997086	NaN	NaN	NaN	0.853174027	NaN	NaN	NaN	-0.657538583	NaN	-0.664011591	NaN	NaN	NaN	0.683707394	NaN	-0.801840175	-0.662715273	-0.662490381	NaN	-0.692920979	NaN	-0.602274184	-0.674082245	-0.576752546	NaN	-0.633487174	NaN	-0.735624477	-0.696304687	NaN	NaN	NaN	NaN	-0.689320958	NaN	NaN	-0.700171744	-0.675799572	NaN	NaN	-0.585214341	NaN	NaN	-0.766364112	NaN	NaN	NaN	NaN	NaN	NaN
TTC31_chr2_+_74717151_74717254_74710537_74717370	0.324436618	0.346499375	0.311818166	NaN	0.353609685	0.361802289	0.311750245	NaN	NaN	0.308749767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.308672034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WBP5_chrX_+_102612010_102612089_102611534_102612542	NaN	NaN	NaN	0.334604276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.417993706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.309342804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IFT88_chr13_+_21237401_21237525_21230569_21237636	-0.31209736	-0.345122068	-0.305080184	NaN	-0.344902912	-0.323656221	-0.422830387	NaN	NaN	NaN	-0.306653313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.333748909	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PRPF39_chr14_+_45565798_45565961_45565431_45566089	-0.371378636	-0.396886986	-0.356943373	NaN	-0.406076424	-0.41525508	-0.484115487	-0.381295491	-0.308818068	-0.392625021	-0.38934961	NaN	NaN	NaN	-0.344922253	NaN	NaN	NaN	NaN	NaN	-0.351473452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MYBPC1_chr12_+_102076381_102076440_102074307_102078159	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.704014026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.338008323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PWWP2A_chr5_-_159507657_159507777_159505175_159520107	-0.313145322	NaN	-0.32366873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SDHC_chr1_+_161293403_161293460_161284215_161310383	-0.358522275	-0.323308966	-0.335239322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
IFI44_chr1_+_79126238_79126376_79125168_79128388	0.409850454	0.422878559	0.390731564	NaN	0.382556277	0.409178161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GOLGA2P7_chr15_-_84873982_84874071_84873727_84898603	-0.352895254	-0.3157979	-0.316066533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RP11-407N17.3_chr14_+_39790131_39790260_39788495_39796067	NaN	NaN	NaN	0.353182131	NaN	NaN	NaN	0.331961591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CDC42SE1_chr1_-_151029131_151029262_151027602_151031954	NaN	NaN	NaN	0.460149334	NaN	NaN	NaN	NaN	NaN	-0.314354781	NaN	NaN	NaN	NaN	NaN	-0.42763727	NaN	-0.400974754	-0.329812049	NaN	NaN	NaN	NaN	-0.360740878	NaN	-0.349166544	NaN	NaN	NaN	NaN	NaN	-0.32125303	NaN	-0.372853911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MYO9B_chr19_+_17321141_17321189_17320518_17321523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.391306663	NaN	NaN	-0.415186897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.369211023	NaN	-0.451452811	NaN	NaN	NaN	NaN	NaN	-0.3867364	-0.465859818	-0.380472305	-0.310982619	NaN	NaN
ENTPD6_chr20_+_25187714_25188033_25176503_25190484	NaN	NaN	NaN	0.333997121	0.373484966	0.308163903	0.392083172	0.389661368	0.355145794	0.326799359	0.393724022	NaN	NaN	NaN	0.348016848	NaN	0.306609924	NaN	NaN	NaN	0.336942091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.314467168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CD27-AS1_chr12_-_6560035_6560146_6557903_6560634	NaN	NaN	NaN	-0.581209923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.376762106	NaN	0.398424373	NaN	0.371211906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FBXO38_chr5_+_147806775_147807510_147805264_147812986	-0.326083945	-0.327853472	-0.301746087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PLEKHA1_chr10_+_124187791_124187832_124186547_124189139	-0.351830659	-0.357272254	NaN	NaN	-0.364493305	NaN	NaN	NaN	NaN	NaN	NaN	0.504516738	0.418997458	NaN	NaN	NaN	NaN	NaN	NaN	0.391670647	NaN	0.33824857	0.361255312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.365329361	NaN	NaN	NaN	NaN	NaN	NaN	0.362509395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.302255655	NaN
MFSD3_chr8_+_145735742_145735890_145735398_145735980	NaN	NaN	NaN	0.417098029	NaN	NaN	NaN	0.326681663	0.311426014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
